id,truckstop_id,truckstop_name,address,city,state,rack_id,retail_price,latitude,longitude
2,9,KWIK TRIP #796,"I-94, EXIT 143 & US-12 & SR-21",Tomah,WI,420,3.287,43.978526,-90.51355
5,28,LITTLEFIELD EXPRESS #2,"I-540, EXIT 12 & US-71",Fort Smith,AR,645,3.399,35.372017,-94.386
6,35,ACI TRUCK STOP,US-46,Columbia,NJ,90,3.079,40.78096,-74.385611
7,36,SHENANDOAH TRUCK CENTER,"I-81, EXIT 273 & SR-703/SR-292",Mount Jackson,VA,60,2.899,38.743242,-78.646498
8,44,CIRCLE K #2612042,"I-35,  EXIT 271",Jarrell,TX,595,2.919,30.82639,-97.606035
9,46,PETRO STOPPING CENTER #348,"I-85,  EXIT 22 & CR-138",Shorter,AL,720,3.154,45.638409,-122.5308
10,49,TA SEYMOUR TRAVEL CENTER,"I-65, EXIT 50 & US-50 & US-31",Seymour,IN,415,3.959,38.959251,-85.888222
11,50,TA COUNCIL BLUFFS TRAVEL CENTER,"I-29 & I-80, EXIT 3",Council Bluffs,IA,319,3.726,41.230526,-95.838091
12,56,TOPS TRUCK STOP,"I-94, EXIT 182 & US-83",Sterling,ND,390,3.516,46.301726,-98.949425
13,75,Good 2 Go #709,US-50,Montrose,CO,810,3.424,38.486987,-107.868585
14,77,OASIS TRAVEL PLAZA,US-13,Laurel,DE,243,3.229,38.555203,-75.568254
16,81,One9 #89,"I-75, EXIT 224",Ellenton,FL,225,3.439,27.526708,-82.52277
17,85,DOWNIEVILLE FUEL STOP,"I-70, EXIT 234",Dumont,CO,800,3.459,39.76471,-105.60028
18,91,MOLLYS FOOD & FUEL,"I-20 & ST 22, EXIT 55",Crawfordville                           ,GA,135,3.499,5.679674,-0.173201
19,105,TA SAGINAW I 75 TRAVEL CENTER,"I-75, EXIT 144-B",Bridgeport,MI,260,3.269,43.37888,-83.89361
25,118,Lupton Truck Stop #567,"I-40, EXIT 359",Lupton,AZ,580,3.299,35.354882,-109.052124
26,121,PETRO STOPPING CENTER #306,"I-10, EXIT 200",Eloy,AZ,930,3.474,32.778688,-111.596545
27,127,CIRCLE K #4700095,US-41,Henderson,KY,340,3.609,37.884075,-87.56224
28,128,THE EFFINGHAM CHROME SHOP,"I-57 & I-70, EXIT 159",Effingham                               ,IL,510,3.399,41.791171,-87.586713
31,135,LOVES TRAVEL STOP #766,"I-80, EXIT 27",Atkinson,IL,290,3.589,41.464864,-90.036814
34,147,SPEEDWAY #8039,"I-69, EXIT 234 & SR-67",Daleville,IN,375,3.624,33.03251,-116.883798
36,151,CUBBYS #2101,"I-80, EXIT 211 & SR-47",Gothenburg,NE,475,3.132,40.930235,-100.100822
37,159,PILOT TRAVEL CENTER #87,"I-10, EXIT 343",Jacksonville,FL,75,3.859,30.369914,-81.660992
39,160,PILOT TRAVEL CENTERS #79,"I-12, EXIT 10 AT MILE 10",Denham Springs                          ,LA,600,3.232,30.469044,-90.960085
40,164,FLYING J TRAVEL PLAZA #650,"I-94, EXIT 15 B",Lake Station                            ,IN,365,3.809,41.579279,-87.25305
41,167,FLYING J TRAVEL PLAZA #653,RT 2 & I-65 EXIT 240,Hebron,IN,365,3.436,41.321194,-87.198978
42,174,Hop-In Food Stores,US-59 & SR-224,Nacogdoches                             ,TX,618,2.859,41.151909,-81.386869
43,184,SAPP BROS TRAVEL CENTER,"I-29 & I-80, EXIT 1B",Council Bluffs,IA,486,3.719,41.230526,-95.838091
44,186,COFFEE CUP FUEL STOP #5,"I-90, EXIT 154 & US-16",Moorcroft                               ,WY,822,3.239,42.849754,-106.323386
45,187,DUDLEYS CORNER,"I-35, EXIT 165 & SR-3",Latimer,IA,433,3.232,42.553664,-94.993346
46,191,KUM & GO #0302,"I-35, EXIT 193 & SR 106",Clear Lake,IA,433,3.186,43.13372,-93.365025
47,192,Brew Stuart Truckstop,"I-80, EXIT 93",Stuart                                  ,IA,320,3.099,41.500039,-94.31861
48,195,PETRO STOPPING CENTER #311,"I-40 & I-55, EXIT 280",West Memphis,AR,435,3.367,35.150295,-90.134052
49,198,SINCLAIR,"I-76, EXIT 115",Atwood,CO,800,3.299,40.549574,-103.274594
50,199,PETRO STOPPING CENTER #366,"I-70, EXIT 252",Salina,KS,523,3.806,38.82358,-97.610411
53,207,MARATHON,SR-32,Sardinia                                ,OH,300,3.566,39.004754,-83.80519
54,216,CIRCLE K #2721593,"I-10, EXIT 50",Ocean Springs,MS,715,3.416,30.404027,-88.788015
55,217,NORTH 9TH 24/7,"I-70, EXIT 252",Salina,KS,523,3.026,38.82358,-97.610411
56,231,DERBY CITYS TRUCK PLAZA,"I-75, EXIT 62 & US-25",Mount Vernon,KY,410,2.999,37.5806,-87.35435
57,235,PILOT TRAVEL CENTERS #92,"I-75, EXIT 358",Ocala,FL,225,3.359,29.19339,-82.136635
59,240,LA 1 SOUTH TRUCKSTOP,"I-10, EXIT 153 & SR-1",Port Allen,LA,600,3.039,43.920084,10.883101
60,243,SAVE,US-41 & SR-10,Lake Village,IN,399,3.179,40.755633,-73.945481
61,244,BIG D TRUCK TRAVEL PLAZA,"I-10, EXIT 92 & SR-95",Duson,LA,725,2.982,53.697551,-113.223865
62,248,Mardi Gras Truck Stop,"I-10, EXIT 236",New Orleans,LA,725,3.729,30.056708,-89.889852
64,253,LOVES TRAVEL STOP #450,"I-40, EXIT 280 & I-55, EXIT 4",West Memphis,AR,435,3.326,37.723089,-122.446977
65,256,BFS FOODS #66,"I-68/US-40, EXIT 22 & US-219",Grantsville                             ,MD,165,3.899,39.699558,-79.158698
66,257,PILOT TRAVEL CENTER #917- TOWN PUMP,I-15 & 31ST STREET EXIT 277,Great Falls                             ,MT,815,3.636,47.529455,-111.235626
67,263,CASEYS #3956,I-94 EXIT 16,Bridgman,MI,465,3.559,41.939308,-86.567562
68,267,CORNER MARKET #117,SR-154 & SR-129,Dodge City,KS,357,3.399,34.610644,-120.05879
69,269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe                                  ,MI,325,3.299,40.31678,-74.41626
74,278,CARLISLE PLAZA,US-41,Carlisle,IN,510,3.499,38.962723,-87.400079
75,281,CIRCLE K #4700065,"I-65, EXIT 76 & US-31",Taylorsville,IN,375,3.399,40.71118,-78.97642
76,289,LOVES TRAVEL STOP #173,"I-70, MM 209",Lawrence,KS,553,3.229,38.954795,-95.260629
77,292,PETES #56,US-169 & CR-5000,Cherryvale,KS,307,3.232,25.826458,-80.121597
79,304,FL Roberts,"I-91, EXIT 4",Springfield,MA,100,3.599,42.118225,-72.539526
80,309,QUIKTRIP #231,"I-635, EXIT 3",Kansas City,KS,400,3.199,39.113581,-94.630146
81,323,SAPP BROS TRAVEL CENTER,"I-80, EXIT 126",Ogallala,NE,475,3.466,41.129278,-101.722911
82,326,FLYING J TRAVEL PLAZA #748,"I-15, EXIT 357",Willard                                 ,UT,835,3.749,41.414026,-112.044646
83,341,TA JACKSONVILLE SOUTH TRAVEL CENTER,"I-95, EXIT 329",Saint Johns,FL,75,3.469,29.913888,-81.41394
84,347,7-ELEVEN #40514,I-90/80-IN TOLL RD MM 22E,Portage,IN,365,3.991,41.584252,-87.183278
89,361,CIRCLE K #2726293,"I-295, EXIT 25",Jacksonville,FL,75,3.316,30.369914,-81.660992
92,372,GAS DEPOT,"I-94, EXIT 5",Hammond,IN,365,3.999,41.593176,-87.502724
93,381,7-Eleven #41830,US-69 & US-135,Jacksonville,TX,630,2.916,31.961001,-95.262445
94,387,Circle K #2709664,"I-8, EXIT 12",Yuma,AZ,930,3.489,32.553325,-114.510731
95,388,Pilot Travel Centers #14,"I-71, EXIT 131",Sunbury,OH,315,3.719,39.61311,-84.36578
96,391,PILOT TRAVEL CENTERS #13,"I-71, EXIT 209",Seville,OH,305,3.699,41.016563,-81.868423
97,403,TRUCKOMAT OF HEBRON,"I-70, EXIT 126 & SR-37",Hebron,OH,315,3.429,40.290233,-83.031788
98,407,FUEL MART #641,"I-80 & I-280, EXIT 71",Perrysburg                              ,OH,550,3.499,39.211107,-84.694807
99,421,PETRO STOPPING CENTER #316,"I-40 & I-35, EXIT 127",Oklahoma City,OK,483,3.302,35.45757,-97.620521
100,424,E EXPRESS,"I-40, EXIT 166",Choctaw,OK,483,2.899,35.479513,-97.265703
101,425,Neighbors Express,"I-16, EXIT 51",Dublin                                  ,GA,85,3.299,32.53877,-82.921248
102,442,WESTERN COOP,US-385 & SR-2,Alliance,NE,795,3.324,46.989515,6.930901
103,455,MR FUEL #753,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,180,3.266,39.409179,-83.026579
105,458,HAPPY HILLS GAS & COFFEE,I-29 EXIT 110,Rock Port,MO,400,3.399,40.410496,-95.52837
106,460,TRUCK STOP 44,I-20 EXIT 44,Gilbert,SC,135,3.079,33.924078,-81.392968
107,461,SPINX #271,"I-26, EXIT 145 & US-601",Orangeburg,SC,42,3.262,33.496498,-80.862668
108,469,LOAF N JUG #750010,US-160 & SR-17,Alamosa,CO,803,3.259,39.97486,-105.157478
109,474,KEWANEE 1 STOP,"I-20, EXIT 169 & US-80",Toomsuba,MS,705,3.299,27.930099,-82.730217
110,478,GASTRAK OF PEMBINA,"I-29, EXIT 215",Pembina                                 ,ND,355,3.299,48.771848,-97.551796
111,483,ALLSUPS #2387,US-54/SR-136/SR-3 & US-64,Guymon,OK,585,2.976,36.688676,-101.478377
112,486,LA NORIA CONV STORES,"I-35 N, EXIT 4",Laredo                                  ,TX,693,3.299,27.53548,-99.483817
113,489,EDDIES CORNER,US-87 & US-191,Moore,MT,815,3.749,46.974864,-109.693715
114,491,One9 #403,"I-75, EXIT 117",Heiskell,TN,405,2.999,36.08175,-84.0538
116,509,LOVES TRAVEL STOPS #256,"I-10, EXIT 140B",Van Horn,TX,640,3.649,31.040253,-104.831363
118,522,GO MART FOOD STORE #57,"I-70 & ST-285, EXIT 186",Lore City                               ,OH,430,3.179,39.772243,-104.810471
119,523,CIRCLE K #2723322,"I-985, EXIT 20 & SR-60",Gainesville,GA,18,3.266,27.639032,-80.488942
120,525,FASTBREAK,US-45 ALT,West Point,MS,705,3.059,33.607018,-88.657161
121,546,PLAZA 30,US-30,Wanatah,IN,365,3.499,41.431534,-86.897166
122,557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.389,41.363656,-89.144366
126,559,SHELL MORGAN ROAD TRUCK STOP,"I-40, EXIT 142",Maumelle,AR,695,3.207,34.858852,-92.403179
127,566,TA GARY TRAVEL CENTER,"I-80/I-94, EXIT 6",Gary,IN,365,3.831,41.589885,-87.346784
128,567,TA ELOY TRAVEL CENTER,"I-10 & I-8, EXIT 203",Eloy,AZ,930,3.459,33.494996,-111.905059
131,576,PETRO STOPPING CENTER #343,"I-10, EXIT 76",Egan,LA,600,3.624,30.244597,-92.513464
132,578,LOVES TRAVEL STOP #449,"I-84, EXIT 17",Troutdale,OR,935,3.779,45.533555,-122.395959
133,579,FLYING J TRAVEL PLAZA #764,"I-80, EXIT 104 & US-191",Rock Springs,WY,835,3.671,41.594274,-109.246355
134,586,AMERISTAR TRAVEL PLAZA #120,"I-82, EXIT 80",Prosser,WA,925,4.399,46.203165,-119.766964
136,588,TA TUSCALOOSA TRAVEL CENTER,"I-20/I-59, EXIT 77",Cottondale,AL,615,2.964,31.20518,-85.38188
137,591,TA Concordia Travel Plaza,"I-70, EXIT 58 & SR-23",Concordia,MO,400,3.226,53.453459,-113.429531
138,599,Sapp Bros Travel Center,"I-80, EXIT 59 & SR-17J",Sidney,NE,475,3.501,41.132458,-102.967539
139,602,JIFFY MART EXIT 18 TRUCK STOP,"I-89/SR-120, EXIT 18 & SR-120",Lebanon,NH,12,3.599,32.5785,-116.628444
140,614,TA MAYBROOK TRAVEL CENTER,"I-84, EXIT 5",Montgomery,NY,120,4.359,41.560212,-74.231774
141,628,KWIK FILL #227,"I-90,  EXIT 218",Geneva,OH,305,3.152,39.66201,-82.43349
142,629,FLYING J #850,TCH-16,Edmonton,AB,80,4.399,39.71614,-96.999246
148,636,UNION 76,"I-5, EXIT 233 E",Albany,OR,935,3.379,44.622238,-123.092707
149,651,ONE9 #1366,"I-40, EXIT 126 & US-641",Holladay,TN,460,2.986,36.14284,-85.54331
151,659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.399,42.598189,-73.973582
157,669,PETRO STOPPING CENTER #350,"I-10,  EXIT 4",Canutillo,TX,640,3.499,31.918022,-106.598
158,672,CROWN POINT TRUCK STOP,"I-295/US-130,EXIT 22",Thorofare,NJ,150,3.549,39.84234,-75.19629
159,680,TA EXPRESS SUMMIT,"I-29, EXIT 207 & US-12",Summit,SD,566,3.206,34.798485,-86.952669
160,684,7-ELEVEN #35101,"I-86/SR-17, EXIT 16",Randolph,NY,38,4.499,42.118113,-79.000377
161,689,FLYING EAGLE,"I-235, EXIT 4",Wichita,KS,570,3.499,37.687288,-97.338469
162,692,BP,US-63,Ottumwa,IA,489,3.399,41.000951,-92.403524
163,739,Arco #364420,US-23,Greenup,KY,255,3.649,38.526128,-82.943154
164,748,QUIKTRIP #4231,US-85,Evans,CO,800,3.172,40.390542,-104.687999
165,769,AYERCO #26,US-61/US-136,Alexandria,MO,345,3.016,40.35975,-91.460043
166,815,Kwik Trip #1508,"US-18/SR-151, EXIT 58",Barneveld,WI,420,3.489,43.01242,-89.897096
167,855,SPEEDWAY #7459,US-41 & SR-137,North Chicago,IL,293,3.379,35.011806,-77.571517
171,906,PILOT TRAVEL CENTERS #429,"I-40, EXIT 280",West Memphis,AR,435,3.499,35.1514,-90.185285
173,908,CIRCLE K #2704888,"I-65, EXIT 246 & SR-119",Pelham,AL,615,3.466,34.610644,-120.05879
174,912,PETRO STOPPING CENTER #319,"I-20/59,  EXIT 100",Mc Calla,AL,615,3.126,32.391047,-85.668882
175,936,CASEYS #4254,"I-40, EXIT 129",Conway,AR,695,3.032,35.086096,-92.453883
176,970,CIRCLE K #2702885,"I-17/SR-60, EXIT 199A",Phoenix,AZ,930,3.392,33.60503,-112.070892
177,977,PILOT TRAVEL CENTER #328,"I-10, EXIT 17",Quartzsite,AZ,930,3.959,33.667535,-114.217043
179,981,STINKER #85,"I-15, EXIT 93",Blackfoot,ID,825,3.532,43.190128,-112.350346
181,1028,FOUR STATES TRUCK STOP,"I-495, EXIT 4 & SR-9",New Castle,DE,243,3.449,39.664685,-75.566167
183,1042,Union 76,US-441 & SR-100A,Lake City,FL,75,3.562,30.188826,-82.637793
184,1043,ONE9 #1401,I-75 EXIT 414  & US-41,Lake City,FL,75,3.259,30.188826,-82.637793
187,1075,PILOT TRAVEL CENTER #68,"I-16 /SR-404, EXIT 51 & US-441",Dublin,GA,85,3.432,32.53877,-82.921248
189,1106,CIRCLE K #2705367,"I-20, EXIT 172",Thomson,GA,16,3.399,33.466053,-82.501796
190,1112,BC AMPRIDE TRUCK PLAZA,US-59/SR-141,Denison,IA,527,3.399,42.015823,-95.352878
191,1115,KWIK STAR #704,SR-57/SR-14,Parkersburg,IA,565,3.582,42.573652,-92.778797
192,1121,TRAVELERS OASIS,"I-84, EXIT 182",Eden,ID,787,3.799,42.605539,-114.209203
193,1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.819,42.426933,-87.915438
197,1132,SPEEDWAY #7423,"I-57, EXIT 83",Ina,IL,293,3.249,38.150317,-88.903065
198,1136,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",Oakwood,IL,280,3.399,40.139877,-87.8125
201,1140,CIRCLE K #4701398,"I-55, EXIT 82 & SR-104",Divernon,IL,280,3.499,47.891346,-122.732318
202,1149,PILOT TRAVEL CENTER #30,"I-70, EXIT 96",Greenfield,IN,375,3.959,39.795363,-85.768886
204,1151,SPEEDWAY #8061,"I-70, EXIT 115 & SR-109",Knightstown,IN,375,3.759,39.795413,-85.527991
206,1156,CIRCLE K #4700028,"I-74/US-421, EXIT 116 & SR-44",Shelbyville,IN,375,3.599,40.588908,-85.022152
207,1157,One9 #297,"I-70, EXIT 11 & SR-46",Terre Haute                             ,IN,510,3.436,39.439861,-87.336499
208,1158,PILOT TRAVEL CENTERS #36,US-30  & SR-49,Valparaiso,IN,365,3.869,40.760667,-73.907999
210,1163,SHORT STOP #13,US-54,Emporia,KS,553,2.839,38.410394,-96.191799
211,1176,PILOT TRAVEL CENTERS #353,"I-75, EXIT 129",Georgetown,KY,410,3.206,36.88926,-83.05517
212,1179,PILOT TRAVEL CENTERS #399,"I-65, EXIT 105",Lebanon Junction,KY,415,3.609,37.839258,-85.722006
213,1196,SOUTHERN BELLE TRUCK STOP,US-61 & SR-964,Saint Francisville,LA,725,3.384,30.783415,-91.373357
214,1199,ALLTOWN MARKETS #306,"I-190, EXIT 7",Leominster,MA,178,3.682,42.519615,-71.777338
215,1202,ONE9 #290,"I-95, EXIT 93 & SR-222",Perryville,MD,22,3.599,39.569611,-76.069864
220,1208,D AVENUE FUEL PLAZA,US-131,Kalamazoo,MI,465,3.499,42.314813,-85.592991
222,1210,ROADHAWK TRAVEL CENTER,"I-94, EXIT 56 & SR-51",Paw Paw                                 ,MI,465,3.599,33.639649,-112.004933
224,1217,KWIK TRIP #250,"I-90, EXIT 179",Austin,MN,515,3.374,43.66604,-92.988013
225,1218,CASEYS #3658,SR-210,Pillager,MN,522,3.299,46.327844,-94.475013
226,1225,AYERCO #35,US-61 & US-61 BUS,Bowling Green,MO,494,3.016,39.34029,-91.195747
227,1234,Lamar Travel Plaza,US-71 & US-160,Lamar,MO,416,3.199,40.49444,-95.08442
228,1236,AYERCO #44,US-36 & US-24,Palmyra,MO,494,3.016,39.798365,-91.526854
229,1240,TEMP STOP #103,US-65,Sedalia,MO,400,3.199,38.703696,-93.23627
230,1247,SNAPPY MART #11,US-63 & SR-14,West Plains,MO,535,3.299,42.5776,-87.827264
231,1251,MAPCO #3009,US-72,Corinth,MS,435,3.154,34.904505,-88.483813
232,1256,DOUBLE QUICK #89,US-82/US-278,Greenville,MS,655,3.256,33.39019,-91.052512
234,1304,LOVES TRAVEL STOP #667,"I-85, EXIT 152",Mebane,NC,65,3.947,36.089779,-79.272072
235,1315,CIRCLE K #2720218,US-421 BUS & US-15/US-501/US-1,Sanford,NC,177,3.082,35.486513,-79.196449
236,1325,SCOTCHMAN #3303,US-421 & US-74,Wilmington,NC,245,3.629,34.225493,-77.946116
237,1326,SPEEDWAY #7949,US-301/US-264 ALT & CR-1674,Wilson,NC,205,3.199,35.730745,-77.925115
238,1333,PUMP & PANTRY #15,US-30,Grand Island,NE,330,3.307,40.929415,-98.365395
239,1340,BORDENTOWN VALERO,"NJ TNPK, EXIT 7 & US-206",Bordentown,NJ,230,3.499,40.126888,-74.713343
240,1342,Delta,"I-80, EXIT 47B",Fairfield,NJ,115,3.202,40.88371,-74.30598
241,1344,BOLLA TRUCK STOP #193,US-202 & SR-17,Mahwah,NJ,115,3.532,40.954344,-74.211309
242,1348,GLOBAL,SR-73,Palmyra,NJ,150,3.359,40.0053,-75.033894
244,1364,7- ELEVEN #40507,"I-80/I-90, MM 56 WB",Rolling Prairie,IN,465,3.982,41.674502,-86.622183
245,1372,PILOT TRAVEL CENTER #469,"I-77, EXIT 101 & SR-627",Canton,OH,249,3.622,40.803604,-81.375052
246,1376,FUEL MART #782,"I-75, EXIT 118",Lima                                    ,OH,411,3.086,40.741448,-84.108082
247,1379,TA LODI TRAVEL CENTER,"I-71, EXIT 209 & I-76/US-224, EXIT 1",Seville,OH,305,3.739,39.907347,-75.241447
248,1384,SUNOCO,"I-80/I-90, EXIT 13 & US-20ALT/SR-15",Montpelier,OH,550,3.416,41.581935,-84.602896
249,1391,ONCUE EXPRESS #2045,"I-35, EXIT 203 & SR-15",Billings,OK,500,3.216,45.787229,-108.501912
250,1395,DOMINO FOOD AND FUEL #1,"I-40, EXIT 66",Clinton                                 ,OK,483,3.099,35.505003,-98.973886
251,1404,ONE9 #339,"I-74, EXIT 4 & SR-63",Covington,IN,375,3.262,40.639018,-74.020536
253,1424,GETTYSBURG TRAVEL PLAZA,US-15 & SR-394,Gettysburg,PA,70,3.899,40.794689,-77.858961
254,1428,CIRCLE K #4702408,"I-65, EXIT 168 & SR-38/SR-25",Lafayette,IN,375,3.432,33.639043,-112.004242
255,1432,KWIK FILL #259,"I-81, EXIT 57",Mechanicsburg                           ,PA,70,4.049,40.213158,-77.007868
256,1444,PILOT TRAVEL CENTERS #346,"I-20, EXIT 92 & US-601",Lugoff,SC,135,3.432,34.220977,-80.668447
257,1445,PILOT TRAVEL CENTERS #402,"I-80, EXIT 367",Cheyenne,WY,795,3.709,41.138437,-104.812406
258,1447,HOT SPOT #3005,US-221,Chesnee,SC,210,3.199,35.148484,-81.863651
259,1453,EXPRESS STOP,US-278/SR-101/SR-6 & SR-113,Rockmart,GA,193,3.319,34.089216,-84.340005
260,1455,PETRO FLORENCE,"I-95, EXIT 169",Florence,SC,46,3.326,34.182369,-79.786461
261,1461,CIRCLE K #2705370,"I-26, EXIT 15 & US-176",Inman,SC,210,3.099,35.048498,-82.09011
262,1464,CIRCLE K #2723254,"I-20, EXIT 55 & SR-6",Lexington,SC,135,3.199,-27.086605,-48.907528
263,1470,CIRCLE K #2705348,US-1,Beech Island,SC,135,3.159,33.42736,-81.89095
264,1479,TA SPARTANBURG TRAVEL CENTER,"I-85, EXIT 63 & SR-290",Duncan,SC,210,3.432,34.936023,-82.145408
266,1492,MAPCO #3538,"I-24, EXIT 174",Chattanooga,TN,285,2.899,35.091981,-85.234979
267,1507,CIRCLE K #4703941,"I-55, EXIT 5A",Memphis,TN,435,3.189,35.112125,-89.954644
268,1516,LOVES TRAVEL STOP #261,I-27 EXIT 116,Amarillo,TX,585,3.232,35.221849,-101.840963
269,1531,CircleK #4702365,"I-74, EXIT 112 & SR-9",Shelbyville,IN,375,3.509,40.475594,-85.967487
270,1533,YESWAY #1157,US-62,Brownfield,TX,700,2.992,33.178657,-102.274741
271,1546,SHELL,"I-35, EXIT 86 & SR-85",Dilley,TX,740,3.099,-29.032169,167.952483
272,1548,TOOT N TOTUM #107,US-287,Dumas,TX,585,3.032,35.865392,-101.962718
274,1555,SEIBERT TRAVEL PLAZA,"I-70, EXIT 405 & SR-59",Seibert,CO,800,3.499,41.151909,-81.386869
275,1560,CATTREZ,US-20 & SR-5,Irving,NY,38,2.899,25.795362,-80.204681
277,1562,I MART #108,"I-40, EXIT 108",Wildersville                            ,TN,435,3.099,35.78145,-88.36032
278,1567,KUM & GO #4110,"I-235, EXIT 11",Des Moines,IA,320,3.027,41.574349,-93.61043
280,1582,LOVES TRAVEL STOP #250,I-40 EXIT 60,Amarillo,TX,585,3.314,35.221849,-101.840963
281,1585,Stripes 7Fleet #42498,US-385 & CR-1910,Andrews,TX,710,3.369,31.825485,-102.356098
282,1590,ROAD RANGER #240,"I-80 & I-94, EXIT 15-A",Lake Station,IN,365,3.559,40.887328,-96.678697
283,1596,FLYING J #305,"I-40, EXIT 39",Jamestown,NM,580,3.442,35.480487,-108.430767
284,1597,7-ELEVEN #36156,"I-70 & SR-519, EXIT 25/333",Eighty Four,PA,165,4.999,40.1755,-80.12977
285,1599,ONVO TRAVEL PLAZA,"I-81, EXIT 10",Mc Graw,NY,220,3.439,40.68295,-73.9708
287,1602,CIRCLE K #2723387,US-98,Beaumont,MS,620,3.566,31.165217,-88.933445
288,1606,DONNAS TRAVEL PLAZA,"I-5, EXIT 202",Marysville,WA,962,4.559,48.062073,-122.160311
289,1610,TA BALTIMORE TRAVEL CENTER,"I-95, EXIT 57",Baltimore                               ,MD,22,4.759,39.319732,-76.649533
290,1618,GO MART FOOD STORE #33,US-33,Ripley                                  ,WV,44,3.499,38.820415,-81.726704
291,1621,CIRCLE K #2709337,"I-65, EXIT 262B",Birmingham                              ,AL,615,3.489,33.530651,-86.800929
292,1622,RACEWAY #6973,US-380 & SR-114/SR-101,Bridgeport,TX,630,2.782,33.212762,-97.765116
293,1623,SAPP BROS TRAVEL CENTER,"I-70 & I-270, EXIT 278",Commerce City,CO,800,3.389,39.772243,-104.810471
294,1625,PILOT TRAVEL CENTERS #60,"I-26, EXIT 159",Bowman                                  ,SC,42,3.432,33.349348,-80.683349
296,1633,7-ELEVEN #36302,"I-35, EXIT 144",Von Ormy,TX,740,3.109,29.278779,-98.658588
297,1634,PILOT TRAVEL CENTERS #40,"I-94, EXIT 322",Oak Creek,WI,444,3.889,42.879225,-87.914669
298,1644,ALLSUPS CONVENIENCE STORE #2414,"I-20, EXIT 235",Roscoe,TX,575,2.929,32.440683,-100.544007
299,1646,SPEEDWAY #8310,US-6  & US-31,Plymouth,IN,465,3.609,41.350048,-86.321181
300,1647,SPEEDWAY #8305,US-41 & SR-312,Hammond,IN,290,3.766,35.011806,-77.571517
301,1653,ROAD RANGER #187,"I-55, EXIT 289",Chicago,IL,520,3.569,41.87897,-87.66063
303,1654,CEFCO #3,US-77/US190/SR-36,Cameron,TX,670,2.989,30.858717,-96.975012
304,1661,CHEVRON,"I-20, EXIT 101 & SR-151",Calhoun,LA,590,3.159,32.514968,-92.353924
305,1669,BETTY BEAVERS TRUCKSTOP,"I-90, EXIT 28",Fultonville,NY,12,3.149,42.946202,-74.370213
307,1670,Petro Stopping Center #54,"I-44, EXIT 4 & SR-3",Joplin,MO,277,3.449,46.786685,-92.106493
308,1671,LOVES TRAVEL STOP #412,"I-95, EXIT 77",Dunn,NC,205,3.699,35.310395,-78.613831
309,1672,HANA TRAVEL PLAZA,"I-40,  EXIT 77",Amarillo,TX,585,2.899,35.221849,-101.840963
310,1699,ALLENS FOOD MART280,US-280/US-231/SR-53/SR-38 & CR-8/CR-34,Sylacauga,AL,615,3.799,33.160974,-86.25918
311,1700,TOPPS FUEL STOPS,US-259/SR-49,Daingerfield,TX,723,3.109,33.03415,-94.726691
312,1720,TOOT N TOTUM #120,US-54 & S WESTERN AVE,Liberal,KS,585,3.016,22.282425,114.146396
314,1753,PWI #169,"I-35/US-77, EXIT 359 & CR-1304",Abbott,TX,765,2.899,31.893236,-97.103895
315,1773,M-46 AUTO TRUCK PLAZA,"US-131, EXIT 120 & SR-46",Howard City,MI,344,3.199,45.014796,-92.984666
318,1791,PILOT TRAVEL CENTERS #257,"I-20, EXIT 126 & FM-1788",Midland                                 ,TX,710,3.566,32.020111,-102.117875
319,1807,LOVES TRAVEL STOP #229,I-40 EXIT 96 & SR-207,Panhandle,TX,585,3.314,33.22124,-94.34603
320,1810,KENT KWIK #804,US-83,Perryton,TX,585,2.999,36.391666,-100.805346
321,1829,PILOT TRAVEL CENTERS #96,"SR- 60 & FL TURNPIKE, EXIT 193",Okeechobee,FL,143,3.719,27.242799,-80.830148
323,1832,CORNER FUEL CENTER,US-49,Hattiesburg,MS,620,3.299,31.307424,-89.316604
324,1834,PUMP N PANTRY #15,"I-20, EXIT 617 & US-59",Marshall,TX,766,2.899,30.16563,-96.842107
325,1849,Stripes #42457,US-67/US-277,San Angelo,TX,740,3.244,31.459689,-100.444688
326,1855,EXIT 76 AUTO TRUCK PLAZA,US-131,Byron Center,MI,344,3.499,42.812224,-85.72793
328,1859,GO MART FOOD STORE #44,"I-79, EXIT 67 & US-19/SR-4",Sutton,WV,44,3.559,38.665398,-80.710359
329,1860,MR FUEL #278,"I-75/71, EXIT 175 & SR-338",Walton,KY,300,3.019,38.86354,-84.614704
330,1861,PETRO STOPPING CENTER #315,"I-40, EXIT 66",Kingman,AZ,910,3.899,35.208957,-114.023342
331,1866,PRI MART FUEL CENTER,"I-94, EXIT 29",Benton Harbor                           ,MI,465,3.799,42.111161,-86.45104
333,1873,JDS TRUCKSTOP,"US-12 & US-31, EXIT 3",Niles,MI,465,3.749,41.866764,-86.295113
